book_id,book_title,avg_rating,count_ratings,genre,reviews,pages_count,year_first_published
83,Partings at Dawn: An Anthology of Japanese Gay Literature (12th - 20th Century),4.16,32,12th-century,4,351,1996
84,The Growth of Mysticism: Gregory the Great Through the 12th Century,4.32,38,12th-century,2,648,1994
85,The White Ladies of Worcester: A Romance of the 12th Century,3.93,130,12th-century,15,,1917
86,"Forgotten Dragon: A Novel of 12th century Wales (The Madog Trilogy, #1)",3.92,24,12th-century,3,222,2015
87,French Gothic Architecture of the 12th and 13th Centuries,4.4,15,12th-century,1,623,1983
88,Templar Convivencia: Templars and Their Associates in 12th and 13th Century Iberia,3.0,6,12th-century,0,345,2012
89,The Anarchy: The History and Legacy of the Civil War in England and Normandy during the 12th Century,4.0,8,12th-century,2,62,2020
90,The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.3-4. Volume sec. [Leather Bound],0.0,0,12th-century,0,594,2018
91,Enemies at the Gate: English Castles Under Siege from the 12th Century to the Civil War,3.46,13,12th-century,1,208,2007
92,Name Your Medieval Character: Medieval Christian Names (12th-13th Centuries),4.12,25,12th-century,4,ebook,2013
93,"Letters from the East: Crusaders, Pilgrims and Settlers in the 12th–13th Centuries",4.5,8,12th-century,2,206,2010
94,The Crusades : the Jewish World of the 12th Century,4.0,15,12th-century,2,64,2012
95,PETER WALDO AND THE WALDENSIAN MOVEMENT: Spiritual leader of the 12th century. The first Reformer before the Reformation.,3.71,14,12th-century,1,27,2017
96,"Kurdish Poetry in the history of Islam: Extracts from the works of Ibn Khalikan, a Kurdish 12th century scholar from Erbil / KRG (2, the first edition published in Kurdish)",0.0,0,12th-century,0,161,2020
97,Women Mystics of the Medieval Era: 12th - 14th Centuries,4.25,4,12th-century,2,95,2003
98,Hildegard of Bingen's Holistic Approach to Wellness: A 12th Century Healer and Visionary Who Used Aromatic Extracts and More to Promote a Healthy Holistic Lifestyle,3.3,10,12th-century,1,75,2016
99,The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.6. Volume sec.6 [Leather Bound],0.0,0,12th-century,0,300,2018
100,Armenia and the Crusades: 10th to 12th Centuries: The Chronicle of Matthew of Edessa,4.3,10,12th-century,,,
101,"England and Iberia in the Middle Ages, 12th-15th Century: Cultural, Literary, and Political Exchanges",3.0,2,12th-century,,,
102,The 12th-Century Renaissance,3.88,8,12th-century,,,
103,Heloise And Abelard: A 12th Century Love Story,3.85,393,12th-century,,,
104,The Ruby in Her Navel: A Novel of Love and Intrigue in the 12th Century,3.4,810,12th-century,,,
105,"Coiners' Quarrel, The: An early 12th century mystery (A Geoffrey Mappestone Mystery Book 5)",4.05,73,12th-century,,,
106,Classical Korean Poetry: More Than 600 Verses Since the 12th Century,4.0,6,12th-century,,,
107,"Byzantine Military Organization on the Danube, 10th-12th Centuries (East Central and Eastern Europe in the Middle Ages, 450-1450, 22)",4.4,5,12th-century,,,
108,Guillaume de Palerne: An English Translation of the 12th Century French Verse Romance,3.91,11,12th-century,,,
109,"SUFI POEMS AND ALLEGORY BOOKS: BIRD PARLIAMENT AND THE CONFERENCE OF THE BIRDS (Annotated Sufism, the Islamic mysticism): 12th Century Sufi poem of allegorical journey to the summit of enlightenment",5.0,1,12th-century,,,
110,Al-Quran. [] (1852) [Leather Bound],0.0,0,12th-century,,,
111,Kaplan postlu sövalye. [= Vepkhist'q'aosani. = The knight in the panther's skin]. FIRST TURKISH EDITION.,0.0,0,12th-century,,,
112,La Historia;,0.0,0,12th-century,,,
113,French Stones: Life in a 12th Century Crusaders' Castle,4.12,8,12th-century,,,
114,History of the Chamar Dynasty : (From 6th Century A.D. to 12th Century A.D.),0.0,0,12th-century,,,
115,Leaves from the Bodhi Tree: The Art of Pala India (8th - 12th Centuries) and Its International Legacy,4.0,3,12th-century,,,
116,Ein Diwan,0.0,0,12th-century,,,
117,Love Your Bible: Finding Your Way to the Presence of God with a 12th Century Monk,4.44,9,12th-century,,,
118,"Gaimar, Havelok Et Herward. The Anglo-Norman Metrical Chronicle of Geoffrey Gaimar, Printed for the First Time in Entire From the Ms. in the British Museum",0.0,0,12th-century,,,
119,Now My Tongue the Mystery Telling Easy Piano Sheet Music,0.0,0,12th-century,,,
120,"Sin and Fear: The Emergence of a Western Guilt Culture, 13th-18th Centuries",4.33,60,13th-century,,,
121,The Writings of Amir Khusrau: 700 Years After the Prophet: A 13th-14th Century Legend of Indian-Sub-Continent,3.83,18,13th-century,,,
122,"Embracing Uncertainty: Future Jazz, That 13th Century Buddhist Monk, and the Invention of Cultures",4.68,75,13th-century,,,
123,Thailand's Political History: From the 13th century to recent times,4.07,42,13th-century,,,
124,"Sephardi: Cooking the History. Recipes of the Jews of Spain and the Diaspora, from the 13th Century to Today",4.0,35,13th-century,,,
125,Lasharela: A Georgian Chronicle Of The 13th Century,4.14,186,13th-century,,,
126,"Forces of the Hanseatic League: 13th–15th Centuries (Men-at-Arms, 494)",3.79,38,13th-century,,,
127,French Gothic Architecture of the 12th and 13th Centuries,4.4,15,13th-century,,,
128,Templar Convivencia: Templars and Their Associates in 12th and 13th Century Iberia,3.0,6,13th-century,,,
129,"Living in the Ottoman Realm: Empire and Identity, 13th to 20th Centuries",4.0,12,13th-century,,,
130,Genghis Khan: 13th-Century Mongolian Tyrant,3.73,252,13th-century,,,
131,The Near End of Islam: Story of the Mongol Invasion and Muslim Genocide in the 13th Century,3.25,12,13th-century,,,
132,Name Your Medieval Character: Medieval Christian Names (12th-13th Centuries),4.12,25,13th-century,,,
133,Growing Up in 13th Century England,3.9,10,13th-century,,,
134,War Cry: The gripping 13th century medieval adventure for fans of Matthew Harffy and Elizabeth Chadwick (de Norton trilogy),4.58,24,13th-century,,,
135,"Letters from the East: Crusaders, Pilgrims and Settlers in the 12th–13th Centuries",4.5,8,13th-century,,,
136,Tree of Pearls: The Extraordinary Architectural Patronage of the 13th-Century Egyptian Slave-Queen Shajar al-Durr,3.75,4,13th-century,,,
137,The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.3-4. Volume sec. [Leather Bound],0.0,0,13th-century,,,
138,"Rumi Quotes For Life:The Definitive Quotes Collection Of Persian Poet Rumi, Universal Wisdom from 13th-century Persian mystical poet Rumi you can use to get inspired",4.67,12,13th-century,,,
139,The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.6. Volume sec.6 [Leather Bound],0.0,0,13th-century,,,
141,"AIM, CMM 67 The Songs of JEHAN ERART, 13th-Century Trouvére [of Arras], edited by Terence Newcombe",0.0,0,13th-century,,,
142,The War of the Sicilian Vespers: The History and Legacy of Sicily’s Rebellion against the French in the Late 13th Century,3.91,11,13th-century,,,
143,Looking at Painting in Florence 13th-16th Centuries: A Learner's Handbook,4.46,13,13th-century,,,
144,The Heathens and the Dragon: A 13th-Century Adventure,4.4,10,13th-century,,,
145,An Etymological Dictionary of Pre-13th Century Turkish,4.4,5,13th-century,,,
146,The Khmer Empire: Cities and Sanctuaries from the 5th to the 13th Century,4.5,6,13th-century,,,
147,The Great Karnak Inscription of Merneptah: Grand Strategy in the 13th Century BC,3.0,2,13th-century,,,
148,Fountain of Wisdom: The Complete 13th Century Text with Commentary,4.75,4,13th-century,,,
149,How Glass Changed the World: The History and Chemistry of Glass from Antiquity to the 13th Century,3.8,5,13th-century,,,
151,"Power Elites and State Building (The ^AOrigins of the Modern State in Europe, 13th to 18th Centuries)",4.5,2,13th-century,,,
152,Peasant Life in Old German Epics; Meier Helmbrecht and Der Arme Heinrich,4.25,4,13th-century,,,
153,Jewish Mystical Leaders and Leadership in the 13th Century,4.5,4,13th-century,,,
154,The History of the Crusades Against the Albigenses in the 13th Century,4.0,1,13th-century,,,
155,"Economic Systems and State Finance (The ^AOrigins of the Modern State in Europe, 13th to 18th Centuries)",4.0,1,13th-century,,,
156,"The Heirs of Avicenna: Philosphy in the Islamic East, 12-13th Centuries; Metaphysics and Theology (1) (Islamicate Intellectual History, 12)",0.0,0,13th-century,,,
157,The 13th Century: The Greatest of Centuries,4.33,3,13th-century,,,
158,Jenghiz-Khan: A Tale of the 13th Century (Soviet Literature in English Translation Series) (English and Russian Edition),4.11,584,13th-century,,,
159,Criminal Justice Today: An Introductory Text for the 21st Century (13th Edition),3.79,160,13th-century,,,
160,A Distant Mirror: The Calamitous 14th Century,4.05,865,14th-century,,,
161,The Third Horseman: Climate Change and the Great Famine of the 14th Century,3.58,900,14th-century,,,
162,"A Distant Mirror: The Calamitous 14th Century, Book 2",3.99,159,14th-century,,,
163,The Lion of St. Mark: A Story of Venice in the 14th Century,3.94,411,14th-century,,,
164,"The Order of Books: Readers, Authors, and Libraries in Europe Between the 14th and 18th Centuries",3.67,141,14th-century,,,
165,"Medieval Costume in England and France: The 13th, 14th and 15th Centuries",3.7,146,14th-century,,,
166,The Writings of Amir Khusrau: 700 Years After the Prophet: A 13th-14th Century Legend of Indian-Sub-Continent,3.83,18,14th-century,,,
167,"Art Across Time: Prehistory to the 14th Century, Vol. 1",4.04,71,14th-century,,,
168,"A Distant Mirror: The Calamitous 14th Century, Book 1",4.33,30,14th-century,,,
169,Techniques Of Medieval Armour Reproduction: The 14th Century,4.39,61,14th-century,,,
170,The Zen Works of Stonehouse: Poems and Talks of a 14th-Century Chinese Hermit,4.52,75,14th-century,,,
171,Ancient Devotions to the Sacred Heart of Jesus,4.6,5,14th-century,,,
172,The Modern Uzbeks: From the 14th Century to the Present : A Cultural History,3.5,24,14th-century,,,
173,Cross and Crescent in the Balkans: The Ottoman Conquest of Southeastern Europe (14th-15th Centuries),3.42,19,14th-century,,,
174,Stephen Biesty's Cross-sections Castle: See Inside an Amazing 14th-Century Castle,4.31,605,14th-century,,,
175,Masterpieces Up Close: Western Painting from the 14th to 20th Centuries,4.31,58,14th-century,,,
176,Pearl: An English Poem of the 14Th Century,3.77,47,14th-century,,,
177,"History of Denmark, Sweden, and Norway (Vol. 1&2): From the Ancient Times in 70 A.D. until Medieval Period in 14th Century",3.75,4,14th-century,,,
178,Homoeroticism and Chivalry: Discourses of Male Same-Sex Desire in the 14th Century,2.57,7,14th-century,,,
179,"Sephardi Jewry: A History of the Judeo-Spanish Community, 14th-20th Centuries (Jewish Communities in the Modern World) (Volume 2)",3.8,15,14th-century,,,
180,The Travels of Friar Odoric: 14th Century Journal of the Blessed Odoric of Pordenone,3.75,24,14th-century,,,
181,The Cloud of Unknowing: A New Translation of the Classic 14th-Century Guide to the Spiritual Experience,4.03,433,14th-century,,,
182,"Medieval Art : Painting, Sculpture, Architecture 4th Through 14th Century",4.05,19,14th-century,,,
183,Summary & Study Guide A Distant Mirror: The Calamitous 14th Century by Barbara W. Tuchman,4.43,21,14th-century,,,
184,"Al-Hind, Volume 3 Indo-Islamic Society, 14th- 15th Centuries",3.5,2,14th-century,,,
185,"Beyond Representation: Chinese Painting and Calligraphy, 8Th-14th Century (Princeton Monographs in Art and Archaeology, No 48)",4.38,16,14th-century,,,
186,The Travels of Sir John Mandeville: The Fantastic 14th-Century Account of a Journey to the East,3.33,428,14th-century,,,
187,"Russian Icons, 14th-16th Centuries: The History Museum, Moscow",3.33,3,14th-century,,,
188,"China Among Equals: The Middle Kingdom and Its Neighbors, 10Th-14th Centuries",3.92,12,14th-century,,,
189,Jousts and Tournaments: Charny and Chivalric Sport in 14th Century France,4.07,15,14th-century,,,
190,The Love Knot: A Novel Of 14th-Century England Featuring Geoffrey Chaucer,2.93,15,14th-century,,,
191,The 37 Practices of a Bodhisattva: Tokme Zangpo's classic 14th Century guide for travellers on the path to enlightenment,4.58,69,14th-century,,,
192,Women Mystics of the Medieval Era: 12th - 14th Centuries,4.25,4,14th-century,,,
193,The Westford Knight and Henry Sinclair: Evidence of a 14th Century Scottish Voyage to North America,4.11,9,14th-century,,,
194,"Adventures of Ibn Battuta, A Muslim Traveler of the 14th Century",3.85,698,14th-century,,,
195,"Medieval Art: Painting, Sculpture, Architecture 4th-14th Century",4.33,9,14th-century,,,
196,Machine Guns: 14th Century to Present,4.33,12,14th-century,,,
197,Maslahah and the Purpose of the Law: Islamic Discourse on Legal Change from the 4th/10th to 8th/14th Century,5.0,3,14th-century,,,
198,A Companion to Middle High German Literature to the 14th Century,5.0,1,14th-century,,,
199,Southeast Asia in the 9th to 14th Centuries,3.33,3,14th-century,,,
200,"Civilization and Capitalism 15th-18th Century, Vol. 1: The Structures of Everyday Life",4.35,619,15th-century,,,
201,"The Book of the Sacred Magic of Abramelin, The Mage — As Delivered By Abraham The Jew Unto His Son Lamech — As A Grimoire of The 15th Century",4.02,357,15th-century,,,
202,"Civilization and Capitalism 15th-18th Century, Vol 2: The Wheels of Commerce",4.44,541,15th-century,,,
203,"Civilization and Capitalism 15th-18th Century, Vol. 3: The Perspective of the World",4.43,456,15th-century,,,
204,The Wars of the Roses: Peace and Conflict in 15th Century England,3.74,340,15th-century,,,
205,"Medieval Costume in England and France: The 13th, 14th and 15th Centuries",3.7,146,15th-century,,,
206,The Welsh Healer: A Novel of 15th Century England,3.96,190,15th-century,,,
207,Science Illustration. A History of Visual Knowledge from the 15th Century to Today,4.19,21,15th-century,,,
208,"Empire of Things: How We Became a World of Consumers, from the 15th Century to the 21st",3.82,646,15th-century,,,
209,The Moors: The Islamic West 7th–15th Centuries AD,3.49,39,15th-century,,,
210,Yoshitsune: A 15th Century Japanese Chronicle,4.38,24,15th-century,,,
211,Cross and Crescent in the Balkans: The Ottoman Conquest of Southeastern Europe (14th-15th Centuries),3.42,19,15th-century,,,
212,Ikkyu: Crow With No Mouth: 15th Century Zen Master,4.36,489,15th-century,,,
213,Wittenwiler's Ring and Colkelbie Sow: Two Comic-Didactic Works From the 15Th Century,4.4,5,15th-century,,,
214,Bringers of War: The Portugese in Africa during the Age of Gunpowder & Sail from the 15th to 18th Century,4.5,22,15th-century,,,
215,"Forces of the Hanseatic League: 13th–15th Centuries (Men-at-Arms, 494)",3.79,38,15th-century,,,
216,Painting and Experience in 15th Century Italy: a Primer in the Social History of Pictorial Style,3.96,921,15th-century,,,
217,The Medieval Soldier: 15th Century Campaign Life Recreated in Colour Photographs,4.53,19,15th-century,,,
218,Songs of Kabir: A 15th Century Sufi Literary Classic,4.29,14,15th-century,,,
219,"Al-Hind, Volume 3 Indo-Islamic Society, 14th- 15th Centuries",3.5,2,15th-century,,,
220,Capitalism and Arithmetic: The New Math of the 15th Century- Including the Full Text of the Treviso Arithmetic of 1478,3.33,6,15th-century,,,
221,"The Barbary Pirates 15th-17th Centuries (Elite, 213)",4.19,16,15th-century,,,
222,"Renaissance Portraits: European Portrait Painting in the 14th, 15th and 16th Centuries",3.5,8,15th-century,,,
223,"The Marian Exiles: A Study in the Origins of Elizabethan Puritanism (Cambridge Library Collection - British and Irish History, 15th & 16th Centuries)",4.43,7,15th-century,,,
224,Renaissance: Art and Architecture in Europe During the 15th & 16th Centuries,4.08,137,15th-century,,,
225,Tak V Bowes Departed: A 15th Century Braiding Manual Examined,4.6,5,15th-century,,,
226,Full-Color Sourcebook of French Fashion: 15th to 19th Centuries,4.1,10,15th-century,,,
227,City of Secrets: A thrilling page turner of medieval mystery and intrigue in 15th century Gloucester,4.0,23,15th-century,,,
228,Renaissance: Art and Architecture in Europe during the 15th and 16th Century,4.45,20,15th-century,,,
229,Arte Gladiatoria Dimicandi: 15th Century Swordsmanship of Master Fillipo Vadi,4.25,12,15th-century,,,
230,"A Green Place, A Good Place: Agrarian Change and Social Identity in the Great Lakes Region to the 15th Century",3.67,12,15th-century,,,
231,15th Century Paintings,3.71,24,15th-century,,,
232,"The Unbroken Chain: Biographical Sketches and Genealogy of Illustrious Jewish Families from the 15th-20th Century, Volume 1 & 2",4.8,5,15th-century,,,
233,"England and Iberia in the Middle Ages, 12th-15th Century: Cultural, Literary, and Political Exchanges",3.0,2,15th-century,,,
234,Pirates: Culture and Style from the 15th Century to the Present,3.0,3,15th-century,,,
235,"Medieval Wrestling, Modern Practice of a 15th Century Art",4.5,8,15th-century,,,
236,"Aims, Methods and Contexts of Qur'anic Exegesis (2nd/8th-9th/15th Centuries) (Qur'anic Studies Series)",4.5,2,15th-century,,,
237,"The Discovery of the Sea: An Illustrated History of Men, Ships and the Sea in the 15th and 16th Centuries",3.27,11,15th-century,,,
238,Kashmir's Transition To Islam: The Role of Muslim Rishis (15th to 18th Centuries),3.5,4,15th-century,,,
239,Timurid Art and Culture: Iran and Central Asia in the 15th Century (MUQARNAS SUPPLEMENT),3.5,4,15th-century,,,
240,The Good News We Almost Forgot: Rediscovering the Gospel in a 16th Century Catechism,4.23,922,16th-century,,,
241,Modern World-System I: Capitalist Agriculture and the Origins of European World-Economy in the 16th Century,4.18,405,16th-century,,,
242,The Gondola Maker: A Novel of 16th-Century Venice,3.95,623,16th-century,,,
243,Margaret of Austria: Governor of the Netherlands and Early 16th-Century Europe's Greatest Diplomat,4.31,239,16th-century,,,
244,A History of India: From the 16th Century to the 20th Century,3.77,226,16th-century,,,
245,Lucia's Renaissance: A Novel of 16th-century Italy,4.13,30,16th-century,,,
246,The Painter's Apprentice: A Novel of 16th-Century Venice (Venetian Artisans #1),4.02,928,16th-century,,,
